episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
40,1.0,0.3225196257059591,2.691262312384746,-83.98969044508543,-20.0,1.5,[-20.0, 1.5],0.0,False,True,0.6060688429585652,1,23.11822180235112,271.733,prepare,0.0
40,2.0,0.3224972246990916,2.69137291727411,-84.00607495570647,13.272576776878871,2.3814465004340444,[13.272576776878871, 2.3814465004340444],10.0,False,True,0.6055829085685207,1,23.11822180235112,271.794,in_progress,0.0
40,3.0,0.3229783117240451,2.68509528516183,-83.97963632325784,3.4776891301349124,1.5,[3.4776891301349124, 1.5],10.0,False,True,0.6328062336925423,1,23.11822180235112,271.859,in_progress,0.0
40,4.0,0.3248866544298163,2.66252225805414,-84.16011476925902,8.37431314659067,1.5,[8.37431314659067, 1.5],10.0,False,True,0.7306221544941627,1,23.11822180235112,271.918,in_progress,0.0
40,5.0,0.3308905931672451,2.626493900700055,-83.66492455703728,8.28021720116893,1.5,[8.28021720116893, 1.5],10.0,False,True,0.8885711349731843,1,23.11822180235112,271.992,in_progress,0.0
40,6.0,0.340131550796357,2.5772930479458216,-82.87114116279733,25.0,1.8129486930429588,[25.0, 1.8129486930429588],7.0,False,True,1.1049041427258188,2,23.11822180235112,272.061,in_progress,0.0
40,7.0,0.36003434138476914,2.5162570262980326,-80.10664599425375,25.0,3.0,[25.0, 3.0],7.0,False,True,1.3808351964631438,2,23.11822180235112,272.113,in_progress,0.0
40,8.0,0.39422732951024225,2.452515607015786,-74.85711793737651,13.909169086092618,1.6362797910174078,[13.909169086092618, 1.6362797910174078],10.0,False,True,1.679158652080124,3,23.11822180235112,272.192,in_progress,0.0
40,9.0,0.4462013668709299,2.3758117053922723,-68.1236278851603,8.962862107570398,3.0,[8.962862107570398, 3.0],10.0,False,True,2.0590938727081474,3,23.11822180235112,272.254,in_progress,0.0
40,10.0,0.4986682558474505,2.305214152214263,-63.13290742121298,25.0,2.6695253306081748,[25.0, 2.6695253306081748],7.0,False,True,2.4076213990265276,4,23.11822180235112,272.324,in_progress,0.0
