episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
100,1.0,0.32254243751220585,2.691183084263919,-84.01681665359405,25.0,1.5,[25.0, 1.5],0.0,False,True,0.6064199817995644,1,23.11822180235112,681.08,prepare,0.0
100,2.0,0.3224972246990948,2.6913729172740792,-84.00607495570647,6.421458201618869,1.9492780058641406,[6.421458201618869, 1.9492780058641406],10.0,False,True,0.6055829085685207,1,23.11822180235112,681.177,in_progress,0.0
100,3.0,0.3224573735190973,2.6737123766899553,-84.60399569082796,-20.0,1.9473026905817543,[-20.0, 1.9473026905817543],10.0,False,True,0.681220113834699,1,23.11822180235112,681.243,in_progress,0.0
100,4.0,0.3153688495110133,2.641634959713645,-87.1429046842775,4.734532419191513,2.902490958221902,[4.734532419191513, 2.902490958221902],10.0,False,True,0.814263179811527,1,23.11822180235112,681.313,in_progress,0.0
100,5.0,0.30799200177532454,2.5991902316005433,-89.46467151838635,-0.581064092716808,1.5510074955873274,[-0.581064092716808, 1.5510074955873274],10.0,False,True,0.9915269558147035,2,23.11822180235112,681.363,in_progress,0.0
100,6.0,0.30809633298295086,2.5557518300224222,-89.85957907710555,3.5240017098478127,2.29125307863226,[3.5240017098478127, 2.29125307863226],10.0,False,True,1.1776096077840077,2,23.11822180235112,681.428,in_progress,0.0
100,7.0,0.3138403280946133,2.4840731461729355,-88.66077807428964,24.12121357478906,1.5,[24.12121357478906, 1.5],7.0,False,True,1.4806781316316167,2,23.11822180235112,681.502,in_progress,0.0
100,8.0,0.33171422008334167,2.404255733612764,-85.2279470951359,25.0,2.032700881636462,[25.0, 2.032700881636462],7.0,False,True,1.8342794848080763,3,23.11822180235112,681.563,in_progress,0.0
100,9.0,0.3706957704715051,2.312389613976273,-78.50352175952115,25.0,3.0,[25.0, 3.0],7.0,False,True,2.253116187058113,3,23.11822180235112,681.617,in_progress,0.0
100,10.0,0.42119767435753785,2.227901953741899,-71.30023479795253,-15.663927082205399,2.1335073325554768,[-15.663927082205399, 2.1335073325554768],10.0,False,True,2.6601835507203417,4,23.11822180235112,681.702,in_progress,0.0
100,11.0,0.47997830837770983,2.1308154734315394,-65.15353489380446,25.0,2.6136391893328903,[25.0, 2.6136391893328903],7.0,False,True,3.1317109487144843,5,23.11822180235112,681.774,in_progress,0.0
100,12.0,0.5362432167058081,2.0265294617791807,-63.29992110313758,25.0,1.5,[25.0, 1.5],7.0,False,True,3.6461845672432753,6,23.11822180235112,681.838,in_progress,0.0
100,13.0,0.5981042943672277,1.9369337507833275,-60.18167212805757,25.0,1.5,[25.0, 1.5],7.0,False,True,4.129094459967301,6,23.11822180235112,681.898,in_progress,0.0
100,14.0,0.6675823009891406,1.851275258456198,-56.42332432313687,25.0,2.1547181187904636,[25.0, 2.1547181187904636],7.0,False,True,4.633466321749592,7,23.11822180235112,681.959,in_progress,0.0
100,15.0,0.7550387540514298,1.7655042435592105,-51.0860222758207,25.0,1.9137463652060407,[25.0, 1.9137463652060407],7.0,False,True,5.136965880087492,8,23.11822180235112,682.039,in_progress,0.0
100,16.0,0.8593596451628271,1.6854747417099878,-44.84019870596234,25.0,1.537635684113234,[25.0, 1.537635684113234],7.0,False,True,5.740582786389167,9,23.11822180235112,682.111,in_progress,0.0
100,17.0,0.9567561332799351,1.6207710880280717,-40.06490391352858,25.0,2.1095713926160844,[25.0, 2.1095713926160844],7.0,False,True,6.339339046521905,10,23.11822180235112,682.167,in_progress,0.0
