episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
60,1.0,0.32276947329253713,2.6912755478133645,-83.97367281001829,25.0,3.0,[25.0, 3.0],0.0,False,True,0.6061247588864658,1,23.11822180235112,404.654,prepare,0.0
60,2.0,0.3224972246990927,2.6913729172740997,-84.00607495570645,-20.0,2.0427808803852963,[-20.0, 2.0427808803852963],10.0,False,True,0.6055829085685207,1,23.11822180235112,404.749,in_progress,0.0
60,3.0,0.3245001129307497,2.674613832030691,-83.85684437667102,1.6756955503862443,2.078303034250411,[1.6756955503862443, 2.078303034250411],10.0,False,True,0.6786058493151458,1,23.11822180235112,404.803,in_progress,0.0
60,4.0,0.3270277497235795,2.6520339154734827,-83.82410911954707,-20.0,1.9616438147189859,[-20.0, 1.9616438147189859],10.0,False,True,0.7768431387117788,1,23.11822180235112,404.88,in_progress,0.0
60,5.0,0.3259684975283984,2.6042431476196084,-85.26161488186222,-15.085885592630085,2.453406275992984,[-15.085885592630085, 2.453406275992984],10.0,False,True,0.9808544042019816,2,23.11822180235112,404.944,in_progress,0.0
60,6.0,0.3166744628964903,2.5521133857325116,-88.37115078395284,13.388991144334483,2.7937538448308885,[13.388991144334483, 2.7937538448308885],10.0,False,True,1.1984235055140178,2,23.11822180235112,405.003,in_progress,0.0
60,7.0,0.3089793669588102,2.4951518512457285,-90.53264781808628,7.94226659502581,1.5,[7.94226659502581, 1.5],10.0,False,True,1.429693343246841,2,23.11822180235112,405.068,in_progress,0.0
60,8.0,0.31880289822783736,2.423128095580843,-88.31562681953747,20.21879961535575,1.6267280637726491,[20.21879961535575, 1.6267280637726491],7.0,False,True,1.7437219685894172,3,23.11822180235112,405.141,in_progress,0.0
60,9.0,0.34788327926386975,2.32911465743418,-82.63918203261281,25.0,1.5,[25.0, 1.5],7.0,False,True,2.1604661744246,3,23.11822180235112,405.213,in_progress,0.0
60,10.0,0.39577228223829625,2.234922939986719,-75.12404927529906,25.0,1.5,[25.0, 1.5],7.0,False,True,2.6040028475390846,4,23.11822180235112,405.269,in_progress,0.0
60,11.0,0.4431456993119511,2.1619603782636503,-69.21376235256055,-11.026263741958187,1.5,[-11.026263741958187, 1.5],10.0,False,True,2.9602820298604478,5,23.11822180235112,405.345,in_progress,0.0
60,12.0,0.4935963055627844,2.0709093127050875,-66.18428697616943,8.69419700312903,1.5,[8.69419700312903, 1.5],10.0,False,True,3.406489467722202,5,23.11822180235112,405.413,in_progress,0.0
60,13.0,0.5418315769056469,1.9780174085319484,-64.74847809168746,25.0,2.2819724783102813,[25.0, 2.2819724783102813],7.0,False,True,3.8531852658311605,6,23.11822180235112,405.473,in_progress,0.0
60,14.0,0.6050888294756452,1.8864078074303776,-60.80460891803425,1.052394107744064,1.5,[1.052394107744064, 1.5],10.0,False,True,4.3426585095440045,7,23.11822180235112,405.544,in_progress,0.0
60,15.0,0.6713730115696838,1.800372606936325,-56.970548422682945,-4.165670634841733,1.5,[-4.165670634841733, 1.5],10.0,False,True,4.836486276164289,7,23.11822180235112,405.609,in_progress,0.0
60,16.0,0.7346570297546101,1.7092274721035712,-56.25570473067839,25.0,1.5,[25.0, 1.5],7.0,False,True,5.361369384316603,8,23.11822180235112,405.68,in_progress,0.0
60,17.0,0.7992288292057605,1.625188355663743,-54.760957318634325,25.0,2.032728817534828,[25.0, 2.032728817534828],7.0,False,True,5.818297358147334,9,23.11822180235112,405.743,in_progress,0.0
60,18.0,0.8768657960349586,1.5457327513797718,-50.99474468098203,25.0,1.5,[25.0, 1.5],7.0,False,True,6.365460056677248,10,23.11822180235112,405.815,in_progress,0.0
