episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
140,1.0,0.3227034118802431,2.691126118974192,-84.01646201124409,14.12583279228378,2.8184755469958183,[14.12583279228378, 2.8184755469958183],0.0,False,True,0.6067377540247627,1,23.11822180235112,979.821,prepare,0.0
140,2.0,0.322497224699097,2.691372917274059,-84.00607495570648,15.276195413276206,2.260628269592961,[15.276195413276206, 2.260628269592961],10.0,False,True,0.6055829085685207,1,23.11822180235112,979.901,in_progress,0.0
140,3.0,0.3241273550419893,2.6831084972287087,-83.89999834900645,6.871997723292818,2.095009216906131,[6.871997723292818, 2.095009216906131],10.0,False,True,0.6418722972306348,1,23.11822180235112,979.964,in_progress,0.0
140,4.0,0.33171699576506947,2.659198546503563,-82.71427732064353,-20.0,2.2799086510144875,[-20.0, 2.2799086510144875],10.0,False,True,0.7490220811748971,1,23.11822180235112,980.037,in_progress,0.0
140,5.0,0.33679986707537235,2.6190916188192697,-82.74822255716892,13.863823230040133,3.0,[13.863823230040133, 3.0],10.0,False,True,0.9238751190563194,1,23.11822180235112,980.1,in_progress,0.0
140,6.0,0.3427167220478414,2.569938371457406,-82.77340780447047,-20.0,1.5,[-20.0, 1.5],10.0,False,True,1.1379765223042504,2,23.11822180235112,980.169,in_progress,0.0
140,7.0,0.35377152513731863,2.514093035857237,-81.42410505735175,-3.718017230856418,3.0,[-3.718017230856418, 3.0],10.0,False,True,1.385022142426673,2,23.11822180235112,980.252,in_progress,0.0
140,8.0,0.3627537631682714,2.4259058444798995,-82.2571378123065,-20.0,2.8096972526792667,[-20.0, 2.8096972526792667],10.0,False,True,1.7670869342704545,3,23.11822180235112,980.27,in_progress,0.0
140,9.0,0.36830897422603304,2.3889004714473114,-82.13782974718126,-20.0,1.5,[-20.0, 1.5],10.0,False,True,1.92883944908256,3,23.11822180235112,980.364,in_progress,0.0
140,10.0,0.3624544561915114,2.266532623284253,-86.85872615163585,7.646100953360136,3.0,[7.646100953360136, 3.0],10.0,False,True,2.4384105444077484,4,23.11822180235112,980.43,in_progress,0.0
140,11.0,0.3535597731932663,2.1612878631231647,-89.82470637429972,16.922688049759437,1.5,[16.922688049759437, 1.5],10.0,False,True,2.862596393381276,4,23.11822180235112,980.496,in_progress,0.0
